reaction	lb	ub
R_EAR181x	0	1000
R_EAR181y	0	1000
R_EAR40x	0	1000
R_EAR40y	0	1000
R_EAR60x	0	1000
R_EAR60y	0	1000
R_EAR80x	0	1000
R_EAR80y	0	1000
R_ECA4COLIPAabctex	0	1000
R_ECA4OALpp	0	1000
R_ECAP1pp	0	1000
R_ECAP2pp	0	1000
R_ECAP3pp	0	1000
R_ECAtpp	0	1000
R_ECOAH1	-1000	1000
R_ECOAH2	-1000	1000
R_ECOAH3	-1000	1000
R_ECOAH4	-1000	1000
R_ECOAH5	-1000	1000
R_ECOAH6	-1000	1000
R_ECOAH7	-1000	1000
R_ECOAH8	-1000	1000
R_EDA	0	1000
R_EDD	0	1000
R_EDTXS1	0	1000
R_EDTXS2	0	1000
R_EDTXS3	0	1000
R_EDTXS4	0	1000
R_EGMEACPR	0	1000
R_ENLIPAabctex	0	1000
R_ENO	-1000	1000
R_ENTCS	0	1000
R_ENTERES	0	1000
R_EPMEACPR	0	1000
R_ETHAAL	0	1000
R_ETHAt2pp	0	1000
R_ETHAtex	-1000	1000
R_ETHSO3abcpp	0	1000
R_ETHSO3tex	-1000	1000
R_ETOHtex	-1000	1000
R_ETOHtrpp	-1000	1000
R_F1PP	0	1000
R_F6PA	-1000	1000
R_F6PP	0	1000
R_F6Pt6_2pp	0	1000
R_F6Ptex	-1000	1000
R_FA100ACPHi	0	1000
R_FA120ACPHi	0	1000
R_FA140ACPHi	0	1000
R_FA141ACPHi	0	1000
R_FA160ACPHi	0	1000
R_FA161ACPHi	0	1000
R_FA80ACPHi	0	1000
R_FACOAE100	0	1000
R_FACOAE120	0	1000
R_FACOAE140	0	1000
R_FACOAE141	0	1000
R_FACOAE160	0	1000
R_FACOAE161	0	1000
R_FACOAE180	0	1000
R_FACOAE181	0	1000
R_FACOAE60	0	1000
R_FACOAE80	0	1000
R_FACOAL100t2pp	0	1000
R_FACOAL120t2pp	0	1000
R_FACOAL140t2pp	0	1000
R_FACOAL141t2pp	0	1000
R_FACOAL160t2pp	0	1000
R_FACOAL161t2pp	0	1000
R_FACOAL180t2pp	0	1000
R_FACOAL181t2pp	0	1000
R_FACOAL60t2pp	0	1000
R_FACOAL80t2pp	0	1000
R_FADRx	0	1000
R_FADRx2	0	1000
R_FADt	0	1000
R_FADtex	-1000	1000
R_FALDH2	-1000	1000
R_FALDtex	-1000	1000
R_FALDtpp	-1000	1000
R_FALGTHLs	-1000	1000
R_FBA	-1000	1000
R_FBA3	-1000	1000
R_FBP	0	1000
R_FCI	-1000	1000
R_FCLK	0	1000
R_FCLPA	-1000	1000
R_FCLT	0	1000
R_FDH4pp	0	1000
R_FDH5pp	0	1000
R_FDMO	0	1000
R_FDMO2	0	1000
R_FDMO3	0	1000
R_FDMO4	0	1000
R_FDMO6	0	1000
R_FE2abcpp	0	1000
R_FE2t2pp	0	1000
R_FE2t3pp	0	1000
R_FE2tex	-1000	1000
R_FE2tpp	0	1000
R_FE3DCITR5	0	1000
R_FE3DCITabcpp	0	1000
R_FE3DCITexs	0	1000
R_FE3DCITtonex	0	1000
R_FE3DHBZS3R	0	1000
R_FE3DHBZStonex	0	1000
R_FE3HOXR1	0	1000
R_FE3HOXR2	0	1000
R_FE3HOXR3	0	1000
R_FE3HOXUtex	0	1000
R_FE3HOXUtpp	0	1000
R_FE3HOXabcpp	0	1000
R_FE3HOXexs	0	1000
R_FE3HOXtonex	0	1000
R_FE3Ri	0	1000
R_FE3abcpp	0	1000
R_FE3tex	-1000	1000
R_FECRMR1	0	1000
R_FECRMR2	0	1000
R_FECRMR3	0	1000
R_FECRMUtex	0	1000
R_FECRMUtpp	0	1000
R_FECRMabcpp	0	1000
R_FECRMexs	0	1000
R_FECRMtonex	0	1000
R_FEENTERES	0	1000
R_FEENTERR1	0	1000
R_FEENTERR2	0	1000
R_FEENTERR3	0	1000
R_FEENTERR4	0	1000
R_FEENTERabcpp	0	1000
R_FEENTERexs	0	1000
R_FEENTERtex	0	1000
R_FEENTERtonex	0	1000
R_FEENTERtpp	0	1000
R_FEOXAMR1	0	1000
R_FEOXAMR2	0	1000
R_FEOXAMR3	0	1000
R_FEOXAMUtex	0	1000
R_FEOXAMUtpp	0	1000
R_FEOXAMabcpp	0	1000
R_FEOXAMexs	0	1000
R_FEOXAMtonex	0	1000
R_FEROpp	0	1000
R_FESD1s	0	1000
R_FESD2s	0	1000
R_FESR	0	1000
R_FHL	0	0
R_FLDR2	0	1000
R_FLVR	0	1000
R_FLVRx	0	1000
R_FMNAT	0	1000
R_FMNRx	0	1000
R_FMNRx2	0	1000
R_FMNt	0	1000
R_FMNtex	-1000	1000
R_FOMETRi	0	1000
R_FORCT	-1000	1000
R_FORt2pp	0	1000
R_FORtex	-1000	1000
R_FORtppi	0	1000
R_FRD2	0	1000
R_FRD3	0	1000
R_FRUK	0	1000
R_FRULYSDG	-1000	1000
R_FRULYSE	-1000	1000
R_FRULYSK	0	1000
R_FRULYSt2pp	0	1000
R_FRULYStex	-1000	1000
R_FRUURt2rpp	-1000	1000
R_FRUURtex	-1000	1000
R_FRUpts2pp	0	1000
R_FRUptspp	0	1000
R_FRUtex	-1000	1000
R_FTHFD	0	1000
R_FTHFLi	0	1000
R_FUCtex	-1000	1000
R_FUCtpp	-1000	1000
R_FUM	-1000	1000
R_FUMt1pp	-1000	1000
R_FUMt2_2pp	0	1000
R_FUMt2_3pp	0	1000
R_FUMtex	-1000	1000
R_FUSAtex	-1000	1000
R_FUSAtpp	0	1000
R_Ftex	-1000	1000
R_Ftpp	0	1000
R_G1PACT	0	1000
R_G1PP	0	1000
R_G1PPpp	0	1000
R_G1PTT	0	1000
R_G1Ptex	-1000	1000
R_G1SAT	-1000	1000
R_G2PP	0	1000
R_G2PPpp	0	1000
R_G3PAT120	0	1000
R_G3PAT140	0	1000
R_G3PAT141	0	1000
R_G3PAT160	0	1000
R_G3PAT161	0	1000
R_G3PAT180	0	1000
R_G3PAT181	0	1000
R_G3PCabcpp	0	1000
R_G3PCtex	-1000	1000
R_G3PD2	-1000	1000
R_G3PD5	0	1000
R_G3PD6	0	1000
R_G3PD7	0	1000
R_G3PEabcpp	0	1000
R_G3PEtex	-1000	1000
R_G3PGabcpp	0	1000
R_G3PGtex	-1000	1000
R_G3PIabcpp	0	1000
R_G3PItex	-1000	1000
R_G3PSabcpp	0	1000
R_G3PStex	-1000	1000
R_G3PT	0	1000
R_G5SADs	0	1000
R_G5SD	0	1000
R_G6PDA	0	1000
R_G6PDH2r	-1000	1000
R_G6PP	0	1000
R_G6Pt6_2pp	0	1000
R_G6Ptex	-1000	1000
R_GAL1PPpp	0	1000
R_GAL1Ptex	-1000	1000
R_GALBDtex	-1000	1000
R_GALCTD	0	1000
R_GALCTLO	0	1000
R_GALCTND	0	1000
R_GALCTNLt2pp	0	1000
R_GALCTNLtex	-1000	1000
R_GALCTNt2pp	0	1000
R_GALCTNtex	-1000	1000
R_GALCTt2rpp	-1000	1000
R_GALCTtex	-1000	1000
R_GALKr	-1000	1000
R_GALM2pp	0	1000
R_GALS3	0	1000
R_GALT1	0	1000
R_GALTptspp	0	1000
R_GALTtex	-1000	1000
R_GALURt2rpp	-1000	1000
R_GALURtex	-1000	1000
R_GALUi	0	1000
R_GALabcpp	0	1000
R_GALt2pp	0	1000
R_GALtex	-1000	1000
R_GAM6Pt6_2pp	0	1000
R_GAMAN6Ptex	-1000	1000
R_GAMptspp	0	1000
R_GAMtex	-1000	1000
R_GAPD	-1000	1000
R_GAPP	0	1000
R_GARFT	-1000	1000
R_GART	0	1000
R_GBBTNtex	-1000	1000
R_GCALDD	0	1000
R_GDMANE	0	1000
R_GDPDPK	0	1000
R_GDPMNH	0	1000
R_GDPMNP	0	1000
R_GDPTPDP	0	1000
R_GDPtex	-1000	1000
R_GF6PTA	0	1000
R_GGGABADr	-1000	1000
R_GGGABAH	0	1000
R_GGPTRCO	0	1000
R_GGPTRCS	0	1000
R_GHBDHx	-1000	1000
R_GHMT2r	-1000	1000
R_GK1	-1000	1000
R_GLBRAN2	0	1000
R_GLCATr	-1000	1000
R_GLCDpp	0	1000
R_GLCNt2rpp	-1000	1000
R_GLCNtex	-1000	1000
R_GLCP	0	1000
R_GLCP2	0	1000
R_GLCRAL	0	1000
R_GLCRD	0	1000
R_GLCRt2rpp	-1000	1000
R_GLCRtex	-1000	1000
R_GLCS1	0	1000
R_GLCTR1	0	1000
R_GLCTR2	0	1000
R_GLCTR3	0	1000
R_GLCUR1Ptex	-1000	1000
R_GLCURt2rpp	-1000	1000
R_GLCURtex	-1000	1000
R_GLCabcpp	0	1000
R_GLCptspp	0	1000
R_GLCt2pp	0	1000
R_GLCtex_copy1	0	1000
R_GLCtex_copy2	-1000	1000
R_GLDBRAN2	0	1000
R_GLGC	0	1000
R_GLNS	0	1000
R_GLNabcpp	0	1000
R_GLNtex	-1000	1000
R_GLTPD	-1000	1000
R_GLU5K	0	1000
R_GLUABUTt7pp	-1000	1000
R_GLUCYS	0	1000
R_GLUDC	0	1000
R_GLUDy	-1000	1000
R_GLUN	0	1000
R_GLUNpp	0	1000
R_GLUPRT	0	1000
R_GLUR	-1000	1000
R_GLUSy	0	1000
R_GLUTRR	0	1000
R_GLUTRS	0	1000
R_GLUabcpp	0	1000
R_GLUt2rpp	-1000	1000
R_GLUt4pp	0	1000
R_GLUtex	-1000	1000
R_GLXCL	0	1000
R_GLYALDtex	-1000	1000
R_GLYALDtpp	-1000	1000
R_GLYAT	-1000	1000
R_GLYBabcpp	0	1000
R_GLYBt2pp	0	1000
R_GLYBt3pp	0	1000
R_GLYBtex	-1000	1000
R_GLYC2Pabcpp	0	1000
R_GLYC2Ptex	-1000	1000
R_GLYC3Pabcpp	0	1000
R_GLYC3Pt6pp	0	1000
R_GLYC3Ptex	-1000	1000
R_GLYCAt2rpp	-1000	1000
R_GLYCAtex	-1000	1000
R_GLYCDx	0	1000
R_GLYCK	0	1000
R_GLYCK2	0	1000
R_GLYCL	0	1000
R_GLYCLTDx	0	1000
R_GLYCLTDy	0	1000
R_GLYCLTt2rpp	-1000	1000
R_GLYCLTt4pp	0	1000
R_GLYCLTtex	-1000	1000
R_GLYCTO2	0	1000
R_GLYCTO3	0	1000
R_GLYCTO4	0	1000
R_GLYCtex	-1000	1000
R_GLYCtpp	-1000	1000
R_GLYK	0	1000
R_GLYOX	0	1000
R_GLYOX3	0	1000
R_GLYt2pp	0	1000
R_GLYt4pp	0	1000
R_GLYtex	-1000	1000
R_GLYtpp	-1000	1000
R_GMAND	0	1000
R_GMHEPAT	0	1000
R_GMHEPK	0	1000
R_GMHEPPA	0	1000
R_GMPR	0	1000
R_GMPS	0	1000
R_GMPS2	0	1000
R_GMPtex	-1000	1000
R_GND	0	1000
R_GNK	0	1000
R_GNP	0	1000
R_GOFUCR	0	1000
R_GP4GH	0	1000
R_GPDDA1	0	1000
R_GPDDA1pp	0	1000
R_GPDDA2	0	1000
R_GPDDA2pp	0	1000
R_GPDDA3	0	1000
R_GPDDA3pp	0	1000
R_GPDDA4	0	1000
R_GPDDA4pp	0	1000
R_GPDDA5	0	1000
R_GPDDA5pp	0	1000
R_GRTT	0	1000
R_GRXR	0	1000
R_GSNK	0	1000
R_GSNt2pp	0	1000
R_GSNt3pp	0	1000
R_GSNtex	-1000	1000
R_GSPMDA	0	1000
R_GSPMDS	0	1000
R_GTHOXtex	-1000	1000
R_GTHOr	-1000	1000
R_GTHPi	0	1000
R_GTHRDHpp	0	1000
R_GTHRDabc2pp	0	1000
R_GTHRDabcpp	0	1000
R_GTHRDtex	-1000	1000
R_GTHS	0	1000
R_GTPCI	0	1000
R_GTPCII2	0	1000
R_GTPDPDP	0	1000
R_GTPDPK	0	1000
R_GTPHs	0	1000
R_GTPtex	-1000	1000
R_GUACYC	0	1000
R_GUAD	0	1000
R_GUAPRT	0	1000
R_GUAt2pp	0	1000
R_GUAtex	-1000	1000
R_GUAtpp	-1000	1000
R_GUI1	-1000	1000
R_GUI2	-1000	1000
R_GUR1PPpp	0	1000
R_H2O2tex	-1000	1000
R_H2Otex	-1000	1000
R_H2Otpp	-1000	1000
R_H2SO	0	1000
R_H2St1pp	0	1000
R_H2Stex	-1000	1000
R_H2tex	-1000	1000
R_H2tpp	-1000	1000
R_HACD1	-1000	1000
R_HACD2	-1000	1000
R_HACD3	-1000	1000
R_HACD4	-1000	1000
R_HACD5	-1000	1000
R_HACD6	-1000	1000
R_HACD7	-1000	1000
R_HACD8	-1000	1000
R_HADPCOADH3	-1000	1000
R_HBZOPT	0	1000
R_HCINNMt2rpp	-1000	1000
R_HCINNMtex	-1000	1000
R_HCO3E	-1000	1000
R_HCYSMT	0	1000
R_HCYSMT2	0	1000
R_HDCAtexi	0	1000
R_HDCEAtexi	0	1000
R_HEMEOS	0	1000
R_HEPK1	0	1000
R_HEPK2	0	1000
R_HEPT1	0	1000
R_HEPT2	0	1000
R_HEPT3	0	1000
R_HEPT4	0	1000
R_HETZK	0	1000
R_HEX1	0	1000
R_HEX4	0	1000
R_HEX7	0	1000
R_HEXt2rpp	-1000	1000
R_HG2abcpp	0	1000
R_HG2t3pp	0	1000
R_HG2tex	-1000	1000
R_HISTD	0	1000
R_HISTP	0	1000
R_HISabcpp	0	1000
R_HISt2rpp	-1000	1000
R_HIStex	-1000	1000
R_HKNDDH	0	1000
R_HKNTDH	0	1000
R_HMBS	0	1000
R_HMPK1	0	1000
R_HOMt2pp	0	1000
R_HOMtex	-1000	1000
R_HOPNTAL	0	1000
R_HPACOAT	0	1000
R_HPPK2	0	1000
R_HPPPNDO	0	1000
R_HPPPNt2rpp	-1000	1000
R_HPPPNtex	-1000	1000
R_HPYRI	-1000	1000
R_HPYRP	0	1000
R_HPYRRx	0	1000
R_HPYRRy	0	1000
R_HSDy	-1000	1000
R_HSK	0	1000
R_HSST	0	1000
R_HSTPT	0	1000
R_HXAND	0	1000
R_HXAtex	-1000	1000
R_HXCT	0	1000
R_HXPRT	0	1000
R_HYD1pp	0	1000
R_HYD2pp	0	1000
R_HYD3pp	0	1000
R_HYPOE	0	1000
R_HYXNtex	-1000	1000
R_HYXNtpp	-1000	1000
R_Htex	-1000	1000
R_I2FE2SR	0	1000
R_I2FE2SS	0	1000
R_I2FE2SS2	0	1000
R_I2FE2ST	0	1000
R_I4FE4SR	0	1000
R_I4FE4ST	0	1000
R_ICDHyr	-1000	1000
R_ICHORS_copy1	0	1000
R_ICHORS_copy2	-1000	1000
R_ICHORT	0	1000
R_ICL	0	1000
R_ICYSDS	0	1000
R_IDOND	-1000	1000
R_IDOND2	0	1000
R_IDONt2rpp	-1000	1000
R_IDONtex	-1000	1000
R_IG3PS	0	1000
R_IGPDH	0	1000
R_IGPS	0	1000
R_ILETA	-1000	1000
R_ILEabcpp	0	1000
R_ILEt2rpp	0	1000
R_ILEt3pp	0	1000
R_ILEtex	-1000	1000
R_IMPC	-1000	1000
R_IMPD	0	1000
R_IMPtex	-1000	1000
R_INDOLEt2pp	0	1000
R_INDOLEt2rpp	0	1000
R_INDOLEtex	-1000	1000
R_INOSTO	-1000	1000
R_INOSTt4pp	0	1000
R_INSH	0	1000
R_INSK	0	1000
R_INSTtex	-1000	1000
R_INSt2pp	0	1000
R_INSt3pp	0	1000
R_INStex	-1000	1000
R_IPDDI	-1000	1000
R_IPDPS	0	1000
R_IPMD	0	1000
R_IPPMIa	-1000	1000
R_IPPMIb	-1000	1000
R_IPPS	0	1000
R_ISETACabcpp	0	1000
R_ISETACtex	-1000	1000
R_K2L4Aabcpp	0	1000
R_K2L4Aabctex	0	1000
R_KARA1	-1000	1000
R_KARA2	-1000	1000
R_KAS14	0	1000
R_KAS15	0	1000
R_KDOCT2	0	1000
R_KDOPP	0	1000
R_KDOPS	0	1000
R_KDUI	0	1000
R_KG6PDC	0	1000
R_Kabcpp	0	1000
R_Kt2pp	0	1000
R_Kt3pp	0	1000
R_Ktex	-1000	1000
R_LA4NTpp	0	1000
R_LACZ	0	1000
R_LACZpp	0	1000
R_LADGMDH	0	1000
R_LALADGLUtex	-1000	1000
R_LALADGLUtpp	0	1000
R_LALALGLUtex	-1000	1000
R_LALALGLUtpp	0	1000
R_LALDO2x	0	1000
R_LALDO3	0	1000
R_LALGP	0	1000
R_LCADi	0	1000
R_LCARS	-1000	1000
R_LCARSyi	0	1000
R_LCTSt3ipp	0	1000
R_LCTStex	-1000	1000
R_LCTStpp	0	1000
R_LDGUNPD	0	1000
R_LDH_D	-1000	1000
R_LDH_D2	0	1000
R_LEUTAi	0	1000
R_LEUabcpp	0	1000
R_LEUt2rpp	0	1000
R_LEUt3pp	0	1000
R_LEUtex	-1000	1000
R_LGTHL	0	1000
R_LIPACabcpp	0	1000
R_LIPAHT2ex	0	1000
R_LIPAHTex	0	1000
R_LIPAMPL	0	1000
R_LIPATPT	0	1000
R_LIPAabcpp	0	1000
R_LIPAabctex	0	1000
R_LIPOCT	0	1000
R_LIPOS	0	1000
R_LIPOt2pp	0	1000
R_LIPOtex	-1000	1000
R_LKDRA	-1000	1000
R_LPADSS	0	1000
R_LPLIPAL1A120pp	0	1000
R_LPLIPAL1A140pp	0	1000
R_LPLIPAL1A141pp	0	1000
R_LPLIPAL1A160pp	0	1000
R_LPLIPAL1A161pp	0	1000
R_LPLIPAL1A180pp	0	1000
R_LPLIPAL1A181pp	0	1000
R_LPLIPAL1E120pp	0	1000
R_LPLIPAL1E140pp	0	1000
R_LPLIPAL1E141pp	0	1000
R_LPLIPAL1E160pp	0	1000
R_LPLIPAL1E161pp	0	1000
R_LPLIPAL1E180pp	0	1000
R_LPLIPAL1E181pp	0	1000
R_LPLIPAL1G120pp	0	1000
R_LPLIPAL1G140pp	0	1000
R_LPLIPAL1G141pp	0	1000
R_LPLIPAL1G160pp	0	1000
R_LPLIPAL1G161pp	0	1000
R_LPLIPAL1G180pp	0	1000
R_LPLIPAL1G181pp	0	1000
R_LPLIPAL2A120	0	1000
R_LPLIPAL2A140	0	1000
R_LPLIPAL2A141	0	1000
R_LPLIPAL2A160	0	1000
R_LPLIPAL2A161	0	1000
R_LPLIPAL2A180	0	1000
R_LPLIPAL2A181	0	1000
R_LPLIPAL2ATE120	0	1000
R_LPLIPAL2ATE140	0	1000
R_LPLIPAL2ATE141	0	1000
R_LPLIPAL2ATE160	0	1000
R_LPLIPAL2ATE161	0	1000
R_LPLIPAL2ATE180	0	1000
R_LPLIPAL2ATE181	0	1000
R_LPLIPAL2ATG120	0	1000
R_LPLIPAL2ATG140	0	1000
R_LPLIPAL2ATG141	0	1000
R_LPLIPAL2ATG160	0	1000
R_LPLIPAL2ATG161	0	1000
R_LPLIPAL2ATG180	0	1000
R_LPLIPAL2ATG181	0	1000
R_LPLIPAL2E120	0	1000
R_LPLIPAL2E140	0	1000
R_LPLIPAL2E141	0	1000
R_LPLIPAL2E160	0	1000
R_LPLIPAL2E161	0	1000
R_LPLIPAL2E180	0	1000
R_LPLIPAL2E181	0	1000
R_LPLIPAL2G120	0	1000
R_LPLIPAL2G140	0	1000
R_LPLIPAL2G141	0	1000
R_LPLIPAL2G160	0	1000
R_LPLIPAL2G161	0	1000
R_LPLIPAL2G180	0	1000
R_LPLIPAL2G181	0	1000
R_LSERDHr	-1000	1000
R_LYSAM	-1000	1000
R_LYSDC	0	1000
R_LYSabcpp	0	1000
R_LYSt2pp	0	1000
R_LYSt3pp	0	1000
R_LYStex	-1000	1000
R_LYXI	0	1000
R_LYXt2pp	0	1000
R_LYXtex	-1000	1000
R_L_LACD2	0	1000
R_L_LACD3	0	1000
R_L_LACt2rpp	-1000	1000
R_L_LACtex	-1000	1000
R_M1PD	-1000	1000
R_MACPD	0	1000
R_MALCOAMT	0	1000
R_MALDDH	0	1000
R_MALDt2_2pp	0	1000
R_MALDtex	-1000	1000
R_MALS	0	1000
R_MALTATr	-1000	1000
R_MALTHXabcpp	0	1000
R_MALTHXtexi	0	1000
R_MALTPTabcpp	0	1000
R_MALTPTtexi	0	1000
R_MALTTRabcpp	0	1000
R_MALTTRtexi	0	1000
R_MALTTTRabcpp	0	1000
R_MALTTTRtexi	0	1000
R_MALTabcpp	0	1000
R_MALTptspp	0	1000
R_MALTtexi	0	1000
R_MALt2_2pp	0	1000
R_MALt2_3pp	0	1000
R_MALt3pp	0	1000
R_MALtex	-1000	1000
R_MAN1PT2	0	1000
R_MAN6PI	-1000	1000
R_MAN6Pt6_2pp	0	1000
R_MAN6Ptex	-1000	1000
R_MANAO	-1000	1000
R_MANGLYCptspp	0	1000
R_MANGLYCtex	-1000	1000
R_MANPGH	0	1000
R_MANptspp	0	1000
R_MANtex	-1000	1000
R_MC6PH	0	1000
R_MCITD	0	1000
R_MCITL2	-1000	1000
R_MCITS	0	1000
R_MCOATA	-1000	1000
R_MCPST	0	1000
R_MCTP1App	0	1000
R_MCTP1Bpp	0	1000
R_MCTP2App	0	1000
R_MDDCP1pp	0	1000
R_MDDCP2pp	0	1000
R_MDDCP3pp	0	1000
R_MDDCP4pp	0	1000
R_MDDCP5pp	0	1000
R_MDDEP1pp	0	1000
R_MDDEP2pp	0	1000
R_MDDEP3pp	0	1000
R_MDDEP4pp	0	1000
R_MDH	-1000	1000
R_MDH2	0	1000
R_MDH3	0	1000
R_ME1	0	1000
R_ME2	0	1000
R_MECDPDH5	0	1000
R_MECDPS	0	1000
R_MELIBt2pp	0	1000
R_MELIBt3ipp	0	1000
R_MELIBtex	-1000	1000
R_MEOHtex	-1000	1000
R_MEOHtrpp	-1000	1000
R_MEPCT	0	1000
R_MEPNabcpp	0	1000
R_MEPNtex	-1000	1000
R_METAT	0	1000
R_METDabcpp	0	1000
R_METDtex	-1000	1000
R_METGLCUR	0	1000
R_METGLCURt2pp	0	1000
R_METGLCURtex	-1000	1000
R_METNA	-1000	1000
R_METOX1s	0	1000
R_METOX2s	0	1000
R_METS	0	1000
R_METSOX1abcpp	0	1000
R_METSOX1tex	-1000	1000
R_METSOX2abcpp	0	1000
R_METSOX2tex	-1000	1000
R_METSOXR1	0	1000
R_METSOXR2	0	1000
R_METabcpp	0	1000
R_METt3pp	0	1000
R_METtex	-1000	1000
R_MG2t3_2pp	-1000	1000
R_MG2tex	-1000	1000
R_MG2tpp	0	1000
R_MG2uabcpp	0	1000
R_MGSA	0	1000
R_MI1PP	0	1000
R_MICITDr	-1000	1000
R_MINCYCtex	-1000	1000
R_MINCYCtpp	0	1000
R_MINOHPtexi	0	1000
R_MLDCP1App	0	1000
R_MLDCP1Bpp	0	1000
R_MLDCP2App	0	1000
R_MLDCP2Bpp	0	1000
R_MLDCP3App	0	1000
R_MLDEP1pp	0	1000
R_MLDEP2pp	0	1000
R_MLTG1	0	1000
R_MLTG2	0	1000
R_MLTG3	0	1000
R_MLTG4	0	1000
R_MLTG5	0	1000
R_MLTGY1pp	0	1000
R_MLTGY2pp	0	1000
R_MLTGY3pp	0	1000
R_MLTGY4pp	0	1000
R_MLTP1	-1000	1000
R_MLTP2	-1000	1000
R_MLTP3	-1000	1000
R_MMCD	0	1000
R_MMETt2pp	0	1000
R_MMETtex	-1000	1000
R_MMM	0	1000
R_MN2t3pp	0	1000
R_MN2tipp	0	1000
R_MN2tpp	0	1000
R_MN6PP	0	1000
R_MNLptspp	0	1000
R_MNLtex	-1000	1000
R_MNNH	0	1000
R_MNt2pp	0	1000
R_MNtex	-1000	1000
R_MOADSUx	0	1000
R_MOAT	0	1000
R_MOAT2	0	1000
R_MOAT3C	0	1000
R_MOBDabcpp	0	1000
R_MOBDtex	-1000	1000
R_MOCDS	0	1000
R_MOCOS	0	1000
R_MOGDS	0	1000
R_MOHMT	0	1000
R_MOX	0	1000
R_MPTAT	0	1000
R_MPTG	0	1000
R_MPTG2	0	1000
R_MPTS	0	1000
R_MPTSS	0	1000
R_MSAR	0	1000
R_MSO3abcpp	0	1000
R_MSO3tex	-1000	1000
R_MTAN	0	1000
R_MTHFC	-1000	1000
R_MTHFD	-1000	1000
R_MTHFR2	0	1000
