reaction	lb	ub
R_MTHTHFSs	0	1000
R_MTRPOX	0	1000
R_N2Otex	-1000	1000
R_N2Otpp	-1000	1000
R_NACtex	-1000	1000
R_NACtpp	0	1000
R_NADDP	0	1000
R_NADH10	0	1000
R_NADH16pp	0	1000
R_NADH17pp	0	1000
R_NADH18pp	0	1000
R_NADH5	0	1000
R_NADH9	0	1000
R_NADHHR	0	1000
R_NADHHS	0	1000
R_NADHPO	0	1000
R_NADHXD	0	1000
R_NADHXE	-1000	1000
R_NADK	0	1000
R_NADN	0	1000
R_NADPHHR	0	1000
R_NADPHHS	0	1000
R_NADPHQR2	0	1000
R_NADPHQR3	0	1000
R_NADPHQR4	0	1000
R_NADPHXD	0	1000
R_NADPHXE	-1000	1000
R_NADPPPS	0	1000
R_NADS1	0	1000
R_NADTRHD	0	1000
R_NAMNPP	0	1000
R_NAt3_1p5pp	0	1000
R_NAt3_2pp	0	1000
R_NAt3pp	0	1000
R_NAtex	-1000	1000
R_NDP3	0	1000
R_NDP7	0	1000
R_NDPK1	-1000	1000
R_NDPK2	-1000	1000
R_NDPK3	-1000	1000
R_NDPK4	-1000	1000
R_NDPK5	-1000	1000
R_NDPK6	-1000	1000
R_NDPK7	-1000	1000
R_NDPK8	-1000	1000
R_NH4tex	-1000	1000
R_NH4tpp	-1000	1000
R_NHFRBO	0	1000
R_NI2abcpp	0	1000
R_NI2t3pp	0	1000
R_NI2tex	-1000	1000
R_NI2tpp	0	1000
R_NI2uabcpp	0	1000
R_NMNAT	0	1000
R_NMNDA	0	1000
R_NMNN	0	1000
R_NMNPtpp	0	1000
R_NMNt7pp	0	1000
R_NMNtex	-1000	1000
R_NNAM	0	1000
R_NNATr	-1000	1000
R_NNDMBRT	0	1000
R_NNDPR	0	1000
R_NO2t2rpp	-1000	1000
R_NO2tex	-1000	1000
R_NO3R1bpp	0	1000
R_NO3R1pp	0	1000
R_NO3R2bpp	0	1000
R_NO3R2pp	0	1000
R_NO3t7pp	0	1000
R_NO3tex	-1000	1000
R_NODOx	0	1000
R_NODOy	0	1000
R_NOVBCNtex	-1000	1000
R_NOVBCNtpp	0	1000
R_NOtex	-1000	1000
R_NOtpp	-1000	1000
R_NTD1	0	1000
R_NTD10	0	1000
R_NTD10pp	0	1000
R_NTD11	0	1000
R_NTD11pp	0	1000
R_NTD12	0	1000
R_NTD12pp	0	1000
R_NTD1pp	0	1000
R_NTD2	0	1000
R_NTD2pp	0	1000
R_NTD3	0	1000
R_NTD3pp	0	1000
R_NTD4	0	1000
R_NTD4pp	0	1000
R_NTD5	0	1000
R_NTD5pp	0	1000
R_NTD6	0	1000
R_NTD6pp	0	1000
R_NTD7	0	1000
R_NTD7pp	0	1000
R_NTD8	0	1000
R_NTD8pp	0	1000
R_NTD9	0	1000
R_NTD9pp	0	1000
R_NTP1	0	1000
R_NTP10	0	1000
R_NTP11	0	1000
R_NTP12	0	1000
R_NTP3	0	1000
R_NTP3pp	0	1000
R_NTP5	0	1000
R_NTPP1	0	1000
R_NTPP10	0	1000
R_NTPP11	0	1000
R_NTPP2	0	1000
R_NTPP3	0	1000
R_NTPP4	0	1000
R_NTPP5	0	1000
R_NTPP6	0	1000
R_NTPP7	0	1000
R_NTPP8	0	1000
R_NTPP9	0	1000
R_NTPTP1	0	1000
R_NTPTP2	0	1000
R_NTRIR2x	0	1000
R_NTRIR3pp	0	1000
R_NTRIR4pp	0	1000
R_O16A4COLIPAabctex	0	1000
R_O16A4Lpp	0	1000
R_O16AP1pp	0	1000
R_O16AP2pp	0	1000
R_O16AP3pp	0	1000
R_O16AT	0	1000
R_O16AUNDtpp	0	1000
R_O16GALFT	0	1000
R_O16GLCT1	0	1000
R_O16GLCT2	0	1000
R_O2Stex	-1000	1000
R_O2tex	-1000	1000
R_O2tpp	-1000	1000
R_OAADC	0	1000
R_OBTFL	0	1000
R_OCBT	-1000	1000
R_OCDCAtexi	0	1000
R_OCDCEAtexi	0	1000
R_OCTAtex	-1000	1000
R_OCTDPS	0	1000
R_OCTNLL	0	1000
R_OGMEACPD	0	1000
R_OGMEACPR	0	1000
R_OGMEACPS	0	1000
R_OHPBAT	-1000	1000
R_OHPHM	0	1000
R_OMBZLM	0	1000
R_OMCDC	0	1000
R_OMMBLHX3	0	1000
R_OMMBLHXy	0	1000
R_OMPDC	0	1000
R_OMPHHXy	0	1000
R_OP4ENH	0	1000
R_OPHBDC	0	1000
R_OPHHX3	0	1000
R_OPHHXy	0	1000
R_OPMEACPD	0	1000
R_OPMEACPR	0	1000
R_OPMEACPS	0	1000
R_ORNDC	0	1000
R_ORNabcpp	0	1000
R_ORNtex	-1000	1000
R_OROTt2_2pp	0	1000
R_OROTtex	-1000	1000
R_ORPT	-1000	1000
R_OXAMTC	0	1000
R_OXCDC	0	1000
R_OXCOAHDH	0	1000
R_OXDHCOAT	0	1000
R_P5CD	0	1000
R_P5CR	0	1000
R_PA120abcpp	0	1000
R_PA140abcpp	0	1000
R_PA141abcpp	0	1000
R_PA160abcpp	0	1000
R_PA161abcpp	0	1000
R_PA180abcpp	0	1000
R_PA181abcpp	0	1000
R_PACALDt2rpp	-1000	1000
R_PACALDtex	-1000	1000
R_PACCOAE	0	1000
R_PACCOAL	0	1000
R_PACOAT	0	1000
R_PAI2I	0	1000
R_PAI2T	0	1000
R_PANTS	0	1000
R_PAPA120	0	1000
R_PAPA120pp	0	1000
R_PAPA140	0	1000
R_PAPA140pp	0	1000
R_PAPA141	0	1000
R_PAPA141pp	0	1000
R_PAPA160	0	1000
R_PAPA160pp	0	1000
R_PAPA161	0	1000
R_PAPA161pp	0	1000
R_PAPA180	0	1000
R_PAPA180pp	0	1000
R_PAPA181	0	1000
R_PAPA181pp	0	1000
R_PAPPT3	0	1000
R_PAPSR	0	1000
R_PAPSR2	0	1000
R_PCNO	-1000	1000
R_PDE1	0	1000
R_PDE4	0	1000
R_PDH	0	1000
R_PDX5PO2	0	1000
R_PDX5POi	0	1000
R_PDX5PS	0	1000
R_PDXPP	0	1000
R_PE120abcpp	0	1000
R_PE140abcpp	0	1000
R_PE141abcpp	0	1000
R_PE160abcpp	0	1000
R_PE161abcpp	0	1000
R_PE180abcpp	0	1000
R_PE181abcpp	0	1000
R_PEAMNOpp	0	1000
R_PEAMNtex	-1000	1000
R_PERD	-1000	1000
R_PETNT161pp	0	1000
R_PETNT181pp	0	1000
R_PFK	0	1000
R_PFK_2	0	1000
R_PFK_3	0	1000
R_PFL	0	1000
R_PG120abcpp	0	1000
R_PG140abcpp	0	1000
R_PG141abcpp	0	1000
R_PG160abcpp	0	1000
R_PG161abcpp	0	1000
R_PG180abcpp	0	1000
R_PG181abcpp	0	1000
R_PGAMT	-1000	1000
R_PGCD	0	1000
R_PGI	-1000	1000
R_PGK	-1000	1000
R_PGL	0	1000
R_PGLYCP	0	1000
R_PGM	-1000	1000
R_PGMT	-1000	1000
R_PGP120abcpp	0	1000
R_PGP140abcpp	0	1000
R_PGP141abcpp	0	1000
R_PGP160abcpp	0	1000
R_PGP161abcpp	0	1000
R_PGP180abcpp	0	1000
R_PGP181abcpp	0	1000
R_PGPP120	0	1000
R_PGPP120pp	0	1000
R_PGPP140	0	1000
R_PGPP140pp	0	1000
R_PGPP141	0	1000
R_PGPP141pp	0	1000
R_PGPP160	0	1000
R_PGPP160pp	0	1000
R_PGPP161	0	1000
R_PGPP161pp	0	1000
R_PGPP180	0	1000
R_PGPP180pp	0	1000
R_PGPP181	0	1000
R_PGPP181pp	0	1000
R_PGSA120	0	1000
R_PGSA140	0	1000
R_PGSA141	0	1000
R_PGSA160	0	1000
R_PGSA161	0	1000
R_PGSA180	0	1000
R_PGSA181	0	1000
R_PHDA	0	1000
R_PHEMEabcpp	0	1000
R_PHEMEtiex	0	1000
R_PHETA1	-1000	1000
R_PHEt2rpp	-1000	1000
R_PHEtex	-1000	1000
R_PHEtipp	0	1000
R_PHYTSpp	0	1000
R_PIt2rpp	0	1000
R_PItex	-1000	1000
R_PItpp	0	1000
R_PIuabcpp	0	1000
R_PLIPA1A120pp	0	1000
R_PLIPA1A140pp	0	1000
R_PLIPA1A141pp	0	1000
R_PLIPA1A160pp	0	1000
R_PLIPA1A161pp	0	1000
R_PLIPA1A180pp	0	1000
R_PLIPA1A181pp	0	1000
R_PLIPA1E120pp	0	1000
R_PLIPA1E140pp	0	1000
R_PLIPA1E141pp	0	1000
R_PLIPA1E160pp	0	1000
R_PLIPA1E161pp	0	1000
R_PLIPA1E180pp	0	1000
R_PLIPA1E181pp	0	1000
R_PLIPA1G120pp	0	1000
R_PLIPA1G140pp	0	1000
R_PLIPA1G141pp	0	1000
R_PLIPA1G160pp	0	1000
R_PLIPA1G161pp	0	1000
R_PLIPA1G180pp	0	1000
R_PLIPA1G181pp	0	1000
R_PLIPA2A120pp	0	1000
R_PLIPA2A140pp	0	1000
R_PLIPA2A141pp	0	1000
R_PLIPA2A160pp	0	1000
R_PLIPA2A161pp	0	1000
R_PLIPA2A180pp	0	1000
R_PLIPA2A181pp	0	1000
R_PLIPA2E120pp	0	1000
R_PLIPA2E140pp	0	1000
R_PLIPA2E141pp	0	1000
R_PLIPA2E160pp	0	1000
R_PLIPA2E161pp	0	1000
R_PLIPA2E180pp	0	1000
R_PLIPA2E181pp	0	1000
R_PLIPA2G120pp	0	1000
R_PLIPA2G140pp	0	1000
R_PLIPA2G141pp	0	1000
R_PLIPA2G160pp	0	1000
R_PLIPA2G161pp	0	1000
R_PLIPA2G180pp	0	1000
R_PLIPA2G181pp	0	1000
R_PMANM	-1000	1000
R_PMDPHT	0	1000
R_PMEACPE	0	1000
R_PMPK	0	1000
R_PNSPA	0	1000
R_PNTK	0	1000
R_PNTOt4pp	0	1000
R_PNTOtex	-1000	1000
R_POAACR	0	1000
R_POR5	-1000	1000
R_POX	0	1000
R_PPA	0	1000
R_PPA2	0	1000
R_PPAKr	-1000	1000
R_PPALtex	-1000	1000
R_PPALtpp	-1000	1000
R_PPAt4pp	0	1000
R_PPAtex	-1000	1000
R_PPBNGS	0	1000
R_PPC	0	1000
R_PPCDC	0	1000
R_PPCK	0	1000
R_PPCSCT	0	1000
R_PPDOy	0	1000
R_PPGPPDP	0	1000
R_PPK	0	1000
R_PPK2	0	1000
R_PPM	-1000	1000
R_PPM2	-1000	1000
R_PPNCL2	0	1000
R_PPND	0	1000
R_PPNDH	0	1000
R_PPPGO	0	1000
R_PPPGO3	0	1000
R_PPPNDO	0	1000
R_PPPNt2rpp	-1000	1000
R_PPPNtex	-1000	1000
R_PPS	0	1000
R_PPTHpp	0	1000
R_PPTtex	-1000	1000
R_PRAGSr	-1000	1000
R_PRAIS	0	1000
R_PRAIi	0	1000
R_PRAMPC	0	1000
R_PRASCSi	0	1000
R_PRATPP	0	1000
R_PRCPD	0	1000
R_PRFGS	0	1000
R_PRMICI	-1000	1000
R_PROD3	0	1000
R_PROGLYabcpp	0	1000
R_PROGLYtex	-1000	1000
R_PROabcpp	0	1000
R_PROt2rpp	-1000	1000
R_PROt4pp	0	1000
R_PROtex	-1000	1000
R_PRPPS	-1000	1000
R_PSCLYSt2pp	0	1000
R_PSCLYStex	-1000	1000
R_PSCVT	-1000	1000
R_PSD120	0	1000
R_PSD140	0	1000
R_PSD141	0	1000
R_PSD160	0	1000
R_PSD161	0	1000
R_PSD180	0	1000
R_PSD181	0	1000
R_PSERT	0	1000
R_PSERtex	-1000	1000
R_PSP_L	0	1000
R_PSP_Lpp	0	1000
R_PSSA120	0	1000
R_PSSA140	0	1000
R_PSSA141	0	1000
R_PSSA160	0	1000
R_PSSA161	0	1000
R_PSSA180	0	1000
R_PSSA181	0	1000
R_PSURIK	0	1000
R_PSURItex	-1000	1000
R_PSURItpp	0	1000
R_PTA2	0	1000
R_PTAr	-1000	1000
R_PTHRpp	0	1000
R_PTPATi	0	1000
R_PTRCORNt7pp	-1000	1000
R_PTRCTA	0	1000
R_PTRCabcpp	0	1000
R_PTRCt2pp	0	1000
R_PTRCtex	-1000	1000
R_PUACGAMS	-1000	1000
R_PUACGAMtr	0	1000
R_PUNP1	-1000	1000
R_PUNP2	-1000	1000
R_PUNP3	-1000	1000
R_PUNP4	-1000	1000
R_PUNP5	-1000	1000
R_PUNP6	-1000	1000
R_PUNP7	-1000	1000
R_PYAM5PO	0	1000
R_PYDAMK	0	1000
R_PYDAMtex	-1000	1000
R_PYDAMtpp	0	1000
R_PYDXK	0	1000
R_PYDXNK	0	1000
R_PYDXNtex	-1000	1000
R_PYDXNtpp	0	1000
R_PYDXPP	0	1000
R_PYDXtex	-1000	1000
R_PYDXtpp	0	1000
R_PYK	0	1000
R_PYK2	0	1000
R_PYK3	0	1000
R_PYK4	0	1000
R_PYK6	0	1000
R_PYNP2r	-1000	1000
R_PYROX	0	1000
R_PYRt2rpp	-1000	1000
R_PYRtex	-1000	1000
R_QMO2	0	1000
R_QMO3	0	1000
R_QUIN2tex	-1000	1000
R_QUIN2tpp	-1000	1000
R_QUINDH	0	1000
R_QUINDHyi	0	1000
R_QULNS	0	1000
R_R15BPK	0	1000
R_R1PK	0	1000
R_R5PP	0	1000
R_R5PPpp	0	1000
R_R5Ptex	-1000	1000
R_RBFK	0	1000
R_RBFSa	0	1000
R_RBFSb	0	1000
R_RBK	0	1000
R_RBK_L1	0	1000
R_RBP4E	-1000	1000
R_REPHACCOAI	-1000	1000
R_RFAMPtex	-1000	1000
R_RFAMPtpp	0	1000
R_RHAT1	0	1000
R_RHCCE	0	1000
R_RHMND	-1000	1000
R_RIBabcpp	0	1000
R_RIBtex	-1000	1000
R_RMI	-1000	1000
R_RMK	0	1000
R_RMNtex	-1000	1000
R_RMNtpp	0	1000
R_RMPA	-1000	1000
R_RNDR1	0	1000
R_RNDR1b	0	1000
R_RNDR2	0	1000
R_RNDR2b	0	1000
R_RNDR3	0	1000
R_RNDR3b	0	1000
R_RNDR4	0	1000
R_RNDR4b	0	1000
R_RNTR1c2	0	1000
R_RNTR2c2	0	1000
R_RNTR3c2	0	1000
R_RNTR4c2	0	1000
R_RPE	-1000	1000
R_RPI	-1000	1000
R_RPNTPH	0	1000
R_RU5PP	0	1000
R_RZ5PP	0	1000
R_S2FE2SR	0	1000
R_S2FE2SS	0	1000
R_S2FE2SS2	0	1000
R_S2FE2ST	0	1000
R_S4FE4SR	0	1000
R_S4FE4ST	0	1000
R_S7PI	0	1000
R_SADH	0	1000
R_SADT2	0	1000
R_SARCOX	0	1000
R_SBTPD	-1000	1000
R_SBTptspp	0	1000
R_SBTtex	-1000	1000
R_SCYSDS	0	1000
R_SDPDS	0	1000
R_SDPTA	-1000	1000
R_SELGTHR	0	1000
R_SELGTHR2	0	1000
R_SELGTHR3	0	1000
R_SELNPS	0	1000
R_SELR	0	1000
R_SELabcpp	0	1000
R_SELtex	-1000	1000
R_SEPHCHCS	0	1000
R_SERASr	-1000	1000
R_SERAT	-1000	1000
R_SERD_D	0	1000
R_SERD_L	0	1000
R_SERt2rpp	0	1000
R_SERt4pp	0	1000
R_SERtex	-1000	1000
R_SERtpp	0	1000
R_SFGTHi	0	1000
R_SGDS	0	1000
R_SGSAD	0	1000
R_SHCHCS3	0	1000
R_SHCHD2	0	1000
R_SHCHF	0	1000
R_SHGO	0	1000
R_SHK3Dr	-1000	1000
R_SHKK	0	1000
R_SHSL1	0	1000
R_SKMt2pp	0	1000
R_SKMtex	-1000	1000
R_SLNTabcpp	0	1000
R_SLNTtex	-1000	1000
R_SO2tex	-1000	1000
R_SO2tpp	-1000	1000
R_SO3tex	-1000	1000
R_SO4t2pp	0	1000
R_SO4tex	-1000	1000
R_SOTA	0	1000
R_SPMDAT1	0	1000
R_SPMDAT2	0	1000
R_SPMDabcpp	0	1000
R_SPMDt3pp	0	1000
R_SPMDtex	-1000	1000
R_SPMS	0	1000
R_SPODM	0	1000
R_SPODMpp	0	1000
R_SQGH	0	1000
R_SQVOSI	0	1000
R_SQtex	-1000	1000
R_SQtr	0	1000
R_SSALx	0	1000
R_SSALy	0	1000
R_SUCASPtpp	-1000	1000
R_SUCBZL	0	1000
R_SUCBZS	0	1000
R_SUCCt1pp	-1000	1000
R_SUCCt2_2pp	0	1000
R_SUCCt2_3pp	0	1000
R_SUCCtex	-1000	1000
R_SUCDi	0	1000
R_SUCFUMtpp	-1000	1000
R_SUCMALtpp	-1000	1000
R_SUCOAS	-1000	1000
R_SUCRtex	-1000	1000
R_SUCTARTtpp	-1000	1000
R_SUCptspp	0	1000
R_SULFACabcpp	0	1000
R_SULFACtex	-1000	1000
R_SULR	0	1000
R_SULabcpp	0	1000
R_T2DECAI	-1000	1000
R_TAGURr	-1000	1000
R_TALA	-1000	1000
R_TARTD	0	1000
R_TARTRDtex	-1000	1000
R_TARTRt7pp	-1000	1000
R_TARTRtex	-1000	1000
R_TARTt2_3pp	0	1000
R_TAUDO	0	1000
R_TAURabcpp	0	1000
R_TAURtex	-1000	1000
R_TCYNTtex	-1000	1000
R_TDP	0	1000
R_TDPADGAT	0	1000
R_TDPAGTA	0	1000
R_TDPDRE	0	1000
R_TDPDRR	0	1000
R_TDPGDH	0	1000
R_TDSK	0	1000
R_TDSR1	0	1000
R_TDSR2	0	1000
R_TEO2M	0	1000
R_TGBPA	-1000	1000
R_THD2pp	0	1000
R_THDPS	0	1000
R_THFAT	0	1000
R_THIORDXi	0	1000
R_THMDt2pp_copy1	0	1000
R_THMDt2pp_copy2	-1000	1000
R_THMDtex	-1000	1000
R_THMabcpp	0	1000
R_THMtex	-1000	1000
R_THRA	0	1000
R_THRA2	0	1000
R_THRD	0	1000
R_THRD_L	0	1000
R_THRPtex	-1000	1000
R_THRS	0	1000
R_THRabcpp	0	1000
R_THRt2pp	0	1000
R_THRt2rpp	0	1000
R_THRt4pp	0	1000
R_THRtex	-1000	1000
R_THYMt3pp	0	1000
R_THYMtex	-1000	1000
R_THZPSN3	0	1000
R_TKT1	-1000	1000
R_TKT2	-1000	1000
R_TMAOR1	0	1000
R_TMAOR1pp	0	1000
R_TMAOR2	0	1000
R_TMAOR2pp	0	1000
R_TMAOtex	-1000	1000
R_TMAtex	-1000	1000
R_TMDK1	0	1000
R_TMDPP	-1000	1000
R_TMDS	0	1000
R_TMK	0	1000
R_TMPK	0	1000
R_TMPPP	0	1000
R_TPI	-1000	1000
R_TPRDCOAS	0	1000
R_TRDR	0	1000
R_TRE6PH	0	1000
R_TRE6PP	0	1000
R_TRE6PS	0	1000
R_TREH	0	1000
R_TREHpp	0	1000
R_TREptspp	0	1000
R_TREtex	-1000	1000
R_TRPAS2	-1000	1000
R_TRPS1	0	1000
R_TRPS2	0	1000
R_TRPS3	0	1000
R_TRPt2rpp	-1000	1000
R_TRPtex	-1000	1000
R_TRPtipp	0	1000
R_TRSARr	-1000	1000
R_TSULabcpp	0	1000
R_TSULtex	-1000	1000
R_TTDCAtexi	0	1000
R_TTDCEAtexi	0	1000
R_TTRCYCtex	-1000	1000
R_TTRCYCtpp	0	1000
R_TUNGSabcpp	0	1000
R_TUNGStex	-1000	1000
R_TYMtex	-1000	1000
R_TYRL	0	1000
R_TYROXDApp	0	1000
R_TYRPpp	0	1000
R_TYRPtex	-1000	1000
R_TYRTA	-1000	1000
R_TYRt2rpp	-1000	1000
R_TYRtex	-1000	1000
R_TYRtipp	0	1000
R_ThDPAT	0	1000
R_U23GAAT	0	1000
R_UAAGDS	0	1000
R_UACGALPpp	0	1000
R_UACGAMPpp	0	1000
R_UACGAMtex	-1000	1000
R_UACMAMO	0	1000
R_UAG2E	-1000	1000
R_UAGAAT	-1000	1000
R_UAGCVT	0	1000
R_UAGDP	0	1000
R_UAGPT3	0	1000
R_UAMAGS	0	1000
R_UAMAS	0	1000
R_UAPGR	0	1000
R_UDCPDP	0	1000
R_UDCPDPS	0	1000
R_UDCPDPpp	0	1000
R_UDCPPtppi	0	1000
R_UDPACGALtex	-1000	1000
R_UDPG4E	-1000	1000
R_UDPGALM	0	1000
R_UDPGALPpp	0	1000
R_UDPGALtex	-1000	1000
R_UDPGD	0	1000
R_UDPGDC	0	1000
R_UDPGLCURtex	-1000	1000
R_UDPGPT	-1000	1000
R_UDPGPpp	0	1000
R_UDPGtex	-1000	1000
R_UDPKAAT	-1000	1000
R_UGCIAMH	0	1000
R_UGLCURPpp	0	1000
R_UGLT	-1000	1000
R_UGLYCH	0	1000
R_UGMDDS	0	1000
R_UHGADA	0	1000
R_ULA4NFT	0	1000
R_ULA4Ntppi	0	1000
R_UM3PL	0	1000
R_UM4PCP	0	1000
R_UM4PL	0	1000
R_UMPK	-1000	1000
R_UMPtex	-1000	1000
R_UPLA4FNF	0	1000
R_UPLA4FNT	0	1000
R_UPP3MT	0	1000
R_UPP3S	0	1000
R_UPPDC1	0	1000
R_UPPRT	0	1000
R_URACPAH	0	1000
R_URATEtex	-1000	1000
R_URATEtpp	0	1000
R_URAt2pp	0	1000
R_URAtex	-1000	1000
R_URAtpp	0	1000
R_URDGLYCD	0	1000
R_UREAtex	-1000	1000
R_UREAtpp	-1000	1000
R_URIC	0	1000
R_URIH	0	1000
R_URIK1	0	1000
R_URIK2	0	1000
R_URIt2pp_copy1	0	1000
R_URIt2pp_copy2	-1000	1000
R_URItex	-1000	1000
R_USHD	0	1000
R_VALTA	-1000	1000
R_VALabcpp	0	1000
R_VALt2rpp	0	1000
R_VALt3pp	0	1000
R_VALtex	-1000	1000
R_VPAMTr	-1000	1000
R_WCOS	0	1000
R_X5PL3E	0	1000
R_XAND	0	1000
R_XANt2pp	0	1000
R_XANtex	-1000	1000
R_XANtpp	-1000	1000
R_XMPtex	-1000	1000
R_XPPT	0	1000
R_XTSNH	0	1000
R_XTSNt2rpp	-1000	1000
R_XTSNtex	-1000	1000
R_XYHDL	0	1000
R_XYLI1	-1000	1000
R_XYLI2	-1000	1000
R_XYLK	0	1000
R_XYLK2	0	1000
R_XYLUt2pp	0	1000
R_XYLUtex	-1000	1000
R_XYLabcpp	0	1000
R_XYLt2pp	0	1000
R_XYLtex	-1000	1000
R_YUMPS	-1000	1000
R_ZN2abcpp	0	1000
R_ZN2t3pp	0	1000
R_ZN2tpp	0	1000
R_ZNabcpp	0	1000
R_Zn2tex	-1000	1000
R_AIRCra	0	1000
R_AIRCrb	0	1000
R_LDAPAT	0	1000
R_ACt2r	0	1000
R_AHSERL2_1	0	1000
R_AHSERL4	0	1000
R_HCYSS2	-1000	0
R_ACSERHS	0	1000
R_ACtr	0	1000
R_ADtr	0	1000
R_AMID_1	0	1000
R_ASPTA4	0	1000
R_FRDO	-1000	0
R_HMR_6515	0	1000
R_NAR_syn_2	-1000	0
R_PIMEtr	0	1000
R_PYDXO	-1000	0
R_SIRA2	-1000	0
R_TSULR3e	-1000	0
R_X00002	-1000	0
R_3MMD	-1000	0
R_ACt2r_1	0	1000
R_AH6PI	-1000	0
R_AHSERL	0	1000
R_CITACt	-1000	0
R_CITt2r	0	1000
R_CO2FO	-1000	0
R_FALDM	0	1000
R_GLUSfx	0	1000
R_GLYALDDr	0	1000
R_GSEALD	-1000	0
R_HSDxi	0	1000
R_HSERTA	0	1000
R_KGD2	-1000	0
R_RU5PS	-1000	0
R_SHSL4r	0	1000
R_Ht	0	1000
R_FRD2rpp	0	1000
R_H2Ot	-1000	1000
R_FRDx	0	1000
R_SUCD4	0	1000
R_GLXO3r	0	1000
R_DHORD3	0	1000
R_DHORD_NAD	-1000	0
R_FRD5	0	1000
R_ACOAD1	0	1000
R_SUCD1	-1000	0
R_GTHOXti	0	1000
R_GTHPe	0	1000
R_GTHRDt2	-1000	0
R_LDH_D1	0	1000
R_PYDXNO	0	1000
R_PYDXOR	0	1000
R_FDH5r2pp	0	1000
R_FORt	-1000	0
R_NADHNQR	0	1000
R_NAt	0	1000
R_FDH6r	0	1000
R_GLCURT	-1000	0
R_GLYTA	0	1000
R_INOSR	-1000	0
R_ITPOXAL	-1000	0
R_MTHFC_1	0	1000
R_PFK_adp	0	1000
R_PFK_ppi	-1000	0
