BiGG	formula	charge
M00003	C17H32O2	0.0
M00004	C38H62N7O17P3S	-4.0
M00006	C43H72N7O17P3S	-4.0
M00008	C20H35O2	-1.0
M00010	C20H33O2	-1.0
M00011	C27H47NO4	0.0
M00012	C41H64N7O17P3S	-4.0
M00017	C20H38O2	0.0
M00018	C41H72N7O17P3S	0.0
M00019	C18H34O2	0.0
M00020	C39H64N7O17P3S	-4.0
M00021	C22H40O2	0.0
M00022	C29H53NO4	0.0
M00023	C43H74N7O17P3S	0.0
M00044	C42H70N7O17P3S	-4.0
M00046	C38H62N7O17P3S	-4.0
M00048	C28H42N7O17P3S	-4.0
M00049	C47H80N7O17P3S	-4.0
M00054	C40H70N7O17P3S	0.0
M00056	C30H46N7O17P3S	-4.0
M00061	C36H58N7O17P3S	-4.0
M00063	C26H38N7O17P3S	-4.0
M00067	C44H74N7O17P3S	-4.0
M00069	C34H54N7O17P3S	-4.0
M00071	C32H50N7O17P3S	-4.0
M00100	C27H47NO4	0.0
M00101	C41H68N7O17P3S	0.0
M00115	C18H34O2	0.0
M00116	C39H64N7O17P3S	-4.0
M00117	C14H26O2	0.0
M00122	C27H49NO4	0.0
M00123	C41H70N7O17P3S	0.0
M00127	C39H64N7O17P3S	-4.0
M00129	C35H56N7O17P3S	-4.0
M00170	C39H64N7O18P3S	-4.0
M00172	C37H64N7O18P3S	0.0
M00213	C8H15N3O2*	0.0
M00234	C5H6O5*	0.0
M00241	C5H6O5*	0.0
M00245	C6H10O3S	0.0
M00260	C22H36O2	0.0
M00261	C29H49NO4	0.0
M00263	C29H51NO4	0.0
M00265	C22H37O2	-1.0
M00285	C21H30O3	0.0
M00315	C24H40O2	0.0
M00341	C22H38O2	0.0
M00342	C29H51NO4	0.0
M00343	C43H68N7O17P3S	-4.0
M00406	C21H32O4	0.0
M00429	C21H30O5	0.0
M00503	C4H7O4*	0.0
M00510	C4H7O4*	0.0
M00579	C27H46O3	0.0
M00603	C21H30O4	0.0
M00605	C21H32O3	0.0
M00606	C27H46O2	0.0
M00615	C48H80N7O21P3S	0.0
M00625	C27H46O2	0.0
M00658	C57H88O3	0.0
M00673	C8H9NO	0.0
M00699	C43H72N7O18P3S	-4.0
M00702	C41H68N7O18P3S	-4.0
M00707	C41H68N7O18P3S	-4.0
M00712	C43H68N7O18P3S	-4.0
M00715	C47H84N7O18P3S	0.0
M00742	C28H47O5	-1.0
M00743	C48H80N7O20P3S	0.0
M00746	C27H46O5	0.0
M00753	C27H46O4	0.0
M00770	C58H90O4	0.0
M00778	C42H76N7O18P3S	0.0
M00780	C38H64N7O18P3S	-4.0
M00782	C28H44N7O18P3S	-4.0
M00783	C47H82N7O18P3S	-4.0
M00790	C40H72N7O18P3S	0.0
M00792	C30H48N7O18P3S	-4.0
M00795	C36H60N7O18P3S	-4.0
M00797	C26H40N7O18P3S	-4.0
M00804	C34H56N7O18P3S	-4.0
M00806	C32H52N7O18P3S	-4.0
M00839	C43H70N7O18P3S	-4.0
M00841	C39H62N7O18P3S	-4.0
M00843	C41H66N7O18P3S	-4.0
M00849	C37H58N7O18P3S	-4.0
M00852	C41H66N7O18P3S	-4.0
M00860	C43H74N7O18P3S	-4.0
M00862	C43H66N7O18P3S	-4.0
M00873	C42H74N7O18P3S	0.0
M00875	C38H62N7O18P3S	-4.0
M00877	C28H42N7O18P3S	-4.0
M00879	C47H80N7O18P3S	-4.0
M00885	C35H58N7O18P3S	0.0
M00887	C40H70N7O18P3S	0.0
M00889	C30H46N7O18P3S	-4.0
M00897	C36H58N7O18P3S	-4.0
M00899	C26H38N7O18P3S	-4.0
M00907	C44H74N7O18P3S	-4.0
M00909	C34H54N7O18P3S	-4.0
M00911	C32H50N7O18P3S	-4.0
M00937	C30H48O2	0.0
M00938	C30H50O2	0.0
M00939	C30H50O2	0.0
M00940	C30H52O2	0.0
M00942	C29H48O	0.0
M00960	C28H46O2	0.0
M00964	C28H48O2	0.0
M00976	C27H44O4	0.0
M00977	C27H44O4	0.0
M00978	C27H44O3	0.0
M00979	C27H44O3	0.0
M01067	C27H42O	0.0
M01068	C27H44O	0.0
M01075	C19H26O2	0.0
M01076	C27H48O5	0.0
M01077	C27H48O4	0.0
M01079	C27H48O4	0.0
M01080	C27H48O3	0.0
M01081	C27H46O4	0.0
M01082	C27H46O4	0.0
M01083	C27H46O3	0.0
M01084	C27H46O3	0.0
M01141	C35H56N7O17P3S	-4.0
M01165	C58H90O3	0.0
M01191	C37H60N7O17P3S	-4.0
M01197	C16H30O2	0.0
M01207	C20H36O2	0.0
M01235	C20H38O2	0.0
M01236	C41H68N7O17P3S	-4.0
M01237	C38H62N7O17P3S	-4.0
M01238	C17H32O2	0.0
M01389	C6H11O9P	-2.0
M01454	C44H76O2	0.0
M01456	C47H80O2	0.0
M01458	C47H82O2	0.0
M01461	C49H84O2	0.0
M01462	C49H86O2	0.0
M01465	C51H90O2	0.0
M01466	C49H76O2	0.0
M01468	C47H74O2	0.0
M01475	C49H78O2	0.0
M01476	C49H80O2	0.0
M01487	C41H70O2	0.0
M01490	C47H78O2	0.0
M01491	C49H88O2	0.0
M01492	C47H84O2	0.0
M01495	C44H78O2	0.0
M01498	C39H68O2	0.0
M01501	C41H72O2	0.0
M01502	C46H82O2	0.0
M01506	C42H74O2	0.0
M01573	C35H56N7O18P3S	-4.0
M01582	C22H42O2	0.0
M01724	C29H57NO4	0.0
M01726	C29H55NO4	0.0
M01727	C29H55NO4	0.0
M01729	C19H37NO4	0.0
M01770	C27H49NO4	0.0
M01775	C27H51NO4	0.0
M01776	C27H51NO4	0.0
M01777	C27H51NO4	0.0
M01820	CHO2*	0.0
M01966	C6H10O12P2	-4.0
M01989	C26H43NO5	0.0
M02035	CH6N3	1.0
M02051	C28H55NO4	0.0
M02052	C42H72N7O17P3S	-4.0
M02053	C21H42O2	0.0
M02102	C24H45NO4	0.0
M02103	C24H45NO4	0.0
M02107	C28H44N7O17P3S	-4.0
M02108	C7H13O2	-1.0
M02112	C47H80N7O17P3S	-4.0
M02155	C24H40O4	0.0
M02195	C51H89N2O27*	0.0
M02197	C53H92N3O28*	0.0
M02447	C36H62O31	0.0
M02451	C24H42O21	0.0
M02457	C20H34O2	0.0
M02467	C4H11N5	0.0
M02611	C26H51NO4	0.0
M02612	C40H68N7O17P3S	-4.0
M02613	C19H37O2	-1.0
M02616	C30H52N7O17P3S	0.0
M02637	C25H43NO4	0.0
M02638	C25H47NO4	0.0
M02683	C45H79N2O23*	0.0
M02686	C8H14NO8P*	0.0
M02694	C26H40N7O17P3S	-4.0
M02745	C14H26O2	0.0
M02758	C9H16NO8P*	0.0
M02760	C21H30O2	0.0
M02761	C21H30O3	0.0
M02837	C36H58O3	0.0
M02956	C6H5O6*	0.0
M02973	C21H41NO4	0.0
M02976	C21H39NO4	0.0
M02977	C27H46O6	0.0
M03005	C41H62N7O17P3S	-4.0
M03006	C43H66N7O17P3S	-4.0
M03008	C43H68N7O17P3S	-4.0
M03011	C43H70N7O17P3S	-4.0
M03014	C41H66N7O17P3S	-4.0
M03016	C47H82N7O17P3S	0.0
M03018	C41H66N7O17P3S	-4.0
M03019	C37H58N7O17P3S	-4.0
M03022	C35H58N7O17P3S	0.0
M03024	C39H62N7O17P3S	-4.0
M03045	C23H45O2	-1.0
M03047	C44H76N7O17P3S	-4.0
M03050	C34H60N7O17P3S	0.0
M03051	C13H26O2	0.0
M03116	C32H56N7O17P3S	0.0
M03117	C11H21O2	-1.0
M03134	C5H9O2	-1.0
M03153	C26H49O2	-1.0
M03167	C6H14N2O6P	-1.0
M03168	C24H34N7O18P3S	-4.0
N1aspmd	C9H23N3O	2.0
N1sprm	C12H31N4O	3.0
Nacasp	C6H7NO5	-2.0
Nacsertn	C12H14N2O2	0.0
Ncbmpts	C5H14N3O	1.0
Ndmelys	C9H17N3O2*	0.0
Nforglu	C6H7NO5	-2.0
Nfortyr	C10H11NO4	0.0
Nmelys	C8H15N3O2*	0.0
Nmtrp	C12H14N2O2	0.0
Ntmelys	C10H20N3O2*	1.0
PIM2	C56H105O23P	0.0
PIM6	C81H147O43P	0.0
Pald	C2H4O4P	-1.0
R1coa_hs	C22H31N7O17P3S*	-4.0
R2coa_hs	C22H31N7O17P3S*	-4.0
R_3hddcoa	C33H54N7O18P3S	-4.0
R_3hmrscoa	C35H58N7O18P3S	-4.0
Rh2cit	C8H9O7	-3.0
Rh3cit	C9H11O7	-3.0
Rtotal	CO2*	-1.0
Rtotal2	CO2*	-1.0
Rtotal2coa	C22H31N7O17P3S*	-4.0
Rtotal2crn	C8H14NO4*	0.0
Rtotal3coa	C22H31N7O17P3S*	-4.0
Rtotal3crn	C8H14NO4*	0.0
Rtotalcoa	C22H31N7O17P3S*	-4.0
Rtotalcrn	C8H14NO4*	0.0
Ser_Gly_Ala_X_Gly	C4H6N2O3*	0.0
Sfglutth	C11H16N3O7S	-1.0
Shcit	C7H10O7	0.0
Sptmyn	C14H24N2O7	0.0
Ssq23epx	C30H50O	0.0
Stmyn	C21H42N7O12	3.0
T4hcinnm	C9H7O3	-1.0
T_antigen	C14H24NO10*	0.0
Tn_antigen	C8H14NO6*	0.0
Tyr_ggn	C10H10N2O3*	0.0
a4imz	C3H5N3	0.0
aa	C3H5NO	0.0
aacald	C2H6NO	1.0
aacoa	C25H36N7O18P3S	-4.0
aact	C3H8NO	1.0
abt	C5H12O5	0.0
abt__D	C5H12O5	0.0
ac	C2H3O2	-1.0
acACP	C2H3OS*	0.0
acac	C4H5O3	-1.0
acald	C2H4O	0.0
acamoxm	C9H11NO6	-2.0
acanth	C9H8NO3	-1.0
accoa	C23H34N7O17P3S	-4.0
acetol	C3H6O2	0.0
acetone	C3H6O	0.0
acg5p	C7H9NO8P	-3.0
acg5sa	C7H10NO4	-1.0
acgal	C8H15NO6	0.0
acgal1p	C8H14NO9P	-2.0
acgal6p	C8H14NO9P	-2.0
acgalfuc12gal14acglcgalgluside_hs	C59H102N3O32*	0.0
acgalfucgalacgalfuc12gal14acglcgalgluside_hs	C79H135N4O46*	0.0
acgalfucgalacglcgal14acglcgalgluside_hs	C73H125N4O42*	0.0
acgalfucgalacglcgalgluside_cho	C59H102N3O32*	0.0
acgalfucgalacglcgalgluside_hs	C59H102N3O32*	0.0
acgam	C8H15NO6	0.0
acgam1p	C8H16NO9P	0.0
acgam6p	C8H14NO9P	-2.0
acgbgbside_hs	C16H17N2O4S	-1.0
acglc__D	C8H14O7	0.0
acglcgal14acglcgalgluside_cho	C52H92N2O28	0.0
acglcgal14acglcgalgluside_hs	C51H89N2O28*	0.0
acglcgalacglcgal14acglcgalgluside_hs	C67H115N4O38*	0.0
acglcgalgluside_hs	C39H69N2O18*	0.0
acglu	C7H9NO5	-2.0
acgly	C4H7NO3	0.0
acgpail_hs	C19H30NO18P*	0.0
ach	C7H16NO2	1.0
aclys	C8H16N2O3	0.0
acmalt	C14H24O12	0.0
acmama	C14H23N2O9	-1.0
acmana	C8H15NO6	0.0
acmanap	C8H16NO9P	0.0
acmp	C8H9NO2	0.0
acmpglu	C14H17NO8	0.0
acmpglut	C19H26N4O7S	0.0
acmum	C11H18NO8	-1.0
acmum6p	C11H18NO11P	-2.0
acnam	C11H18NO9	-1.0
acnamp	C11H20NO12P	0.0
acngal14acglcgalgluside_hs	C56H95N3O31*	-1.0
acngalacglcgal14acglcgalgluside_hs	C71H122N4O41	0.0
acolipa	C181H317N3O103P4	-6.0
acon_C	C6H3O6	-3.0
acon_T	C6H3O6	-3.0
aconm	C7H6O6	-2.0
acorn	C7H14N2O3	0.0
acrn	C9H17NO4	0.0
acryl	C3H3O2	-1.0
acser	C5H9NO4	0.0
actACP	C4H5O2S*	0.0
actn__R	C4H8O2	0.0
actp	C2H3O5P	-2.0
actyr	C11H13NO4	0.0
acybut	C5H8N2O2	0.0
ad	C2H5NO	0.0
adcobhex	C55H76CoN15O11	0.0
ade	C5H5N5	0.0
adfdRD	Fe2S2*	1.0
adhap_hs	C4H4O7P*	-2.0
adn	C10H13N5O4	0.0
adocbi	C58H84CoN16O11	1.0
adocbip	C58H83CoN16O14P	-1.0
adocbl	C72H100CoN18O17P	0.0
adp	C10H12N5O10P2	-3.0
adpac	C6H8O4	-2.0
adpcoa	C27H39N7O19P3S	-5.0
adpglc	C16H23N5O15P2	-2.0
adphep_DD	C17H25N5O16P2	-2.0
adphep_LD	C17H25N5O16P2	-2.0
adpman	C16H25N5O15P2	0.0
adpoh	C6H8O5	-2.0
adprbp	C15H20N5O17P3	-4.0
adprib	C15H21N5O14P2	-2.0
adrn	C22H35O2	-1.0
adrncoa	C43H66N7O17P3S	-4.0
adrncrn	C29H49NO4	0.0
adrnl	C9H14NO3	1.0
adsel	C10H14N5O10PSe	0.0
aflatoxin	C17H12O6	0.0
aflburppa	C4H7FN2O3	0.0
ag	Ag	1.0
agdpcbi	C68H95CoN21O21P2	-1.0
agm	C5H16N4	2.0
ahandrostan	C19H30O2	0.0
ahandrostanglc	C25H38O8	0.0
ahcys	C14H20N6O5S	0.0
ahdt	C9H12N5O13P3	-4.0
aicar	C9H13N4O8P	-2.0
air	C8H14N3O7P	0.0
ak2g_hs	C4H6O4*	0.0
ak2gchol_hs	C9H18NO7P*	0.0
ak2gp_cho	C5H7O7P*	-2.0
ak2gp_hs	C4H5O7P*	-2.0
ak2gpe_hs	C6H12NO7P*	0.0
ak2lgchol_hs	C8H19NO6P*	0.0
akg	C5H4O5	-2.0
akgp_hs	C3H4O6P*	-2.0
ala_B	C3H7NO2	0.0
ala_L_asp__L	C7H11N2O5	-1.0
ala_L_gln__L	C8H15N3O4	0.0
ala_L_met__L	C8H16N2O3S	0.0
ala_L_tyr__L	C12H16N2O4	0.0
ala__D	C3H7NO2	0.0
ala__L	C3H7NO2	0.0
alaala	C6H12N2O3	0.0
alaargcys	C12H25N6O4S	1.0
alaarggly	C11H23N6O4	1.0
alaasnleu	C13H24N4O5	0.0
alac__S	C5H7O4	-1.0
alaglylys	C11H22N4O4	0.0
alahisala	C12H19N5O4	0.0
alalysthr	C13H27N4O5	1.0
alatrna	C13H18N6O4*	1.0
aldstrn	C21H28O5	0.0
all6p	C6H11O9P	-2.0
all__D	C6H12O6	0.0
allop	C5H4N4O	0.0
allphn	C2H3N2O3	-1.0
alltn	C4H6N4O3	0.0
alltt	C4H7N4O4	-1.0
allul6p	C6H11O9P	-2.0
alpa_hs	C21H41O7P	0.0
alpam	C9H20N2OS2	0.0
alpp	C3H5NOS*	0.0
alpro	C9H19N2OS2*	0.0
altrn	C6H11O7	-1.0
am19cs	C62H111N11O14	0.0
am1a4ncs	C61H107N11O14	0.0
am1accs	C62H109N11O14	0.0
am1acs	C62H109N11O14	0.0
am1alcs	C62H109N11O13	0.0
am1c4n9cs	C61H109N11O14	0.0
am1c9cs	C62H111N11O14	0.0
am1ccs	C62H111N11O13	0.0
am1cglc	C68H119N11O19	0.0
am1csa	C62H111N11O13	0.0
am4n9cs	C61H109N11O13	0.0
am4ncs	C61H109N11O12	0.0
am6sa	C6H7NO3	0.0
am9csa	C62H111N11O13	0.0
amacald	C2H6NO	1.0
amet	C15H23N6O5S	1.0
ametam	C14H23N6O3S	1.0
amob	C15H19N5O6S	-1.0
amp	C10H12N5O7P	-2.0
amuco	C6H6NO4	-1.0
and19one	C19H26O3	0.0
andrstandn	C19H28O2	0.0
andrstndn	C19H26O2	0.0
andrstrn	C19H30O2	0.0
andrstrnglc	C25H38O8	0.0
anhgm	C19H29N2O12	-1.0
anhgm3p	C34H54N6O19	0.0
anhgm4p	C37H57N7O20	-2.0
anhm	C11H16NO7	-1.0
anhm3p	C26H39N5O14	-2.0
anhm4p	C29H44N6O15	-2.0
ans	C10H16N4O3	0.0
anth	C7H6NO2	-1.0
antipyrene	C11H12N2O	0.0
anxan	C40H56O3	0.0
ap4a	C20H24N10O19P4	-4.0
ap5a	C20H24N10O22P5	-5.0
apc	C16H19N3O4S	0.0
apg120	C42H80O11P	-1.0
apg140	C48H92O11P	-1.0
apg141	C48H86O11P	-1.0
apg160	C54H104O11P	-1.0
apg161	C54H98O11P	-1.0
apg180	C60H116O11P	-1.0
apg181	C60H110O11P	-1.0
apnnox	C10H16O	0.0
apoACP	C3H6NO2*	1.0
apoC	CHNO*	0.0
apoC_Lys	C7H13N3O2*	0.0
apoC_Lys_btn	C17H27N5O4S*	0.0
apocytc	C8H12N4O4S2*	0.0
appl	C3H9NO	0.0
applp	C3H9NO4P	-1.0
appnn	C10H16	0.0
apppa	C20H24N10O16P3	-3.0
aprgstrn	C21H32O2	0.0
aprop	C3H6N2	0.0
aprut	C6H15N2O	1.0
aps	C10H12N5O10PS	-2.0
aqcobal	C62H90CoN13O15P	1.0
ara5p	C5H9O8P	-2.0
arab__D	C5H10O5	0.0
arab__L	C5H10O5	0.0
arach	C20H39O2	-1.0
arachcoa	C41H70N7O17P3S	-4.0
arachcrn	C27H53NO4	0.0
arachd	C20H31O2	-1.0
arachdcoa	C41H62N7O17P3S	-4.0
arachdcrn	C27H45NO4	0.0
aracheth	C22H38NO2	1.0
aragund	C71H115NO17P2	-2.0
arbt6p	C12H15O10P	-2.0
arbtn	C22H33N4O13	-3.0
arbtn_fe3	C22H33N4O13	-3.0
arg__D	C6H15N4O2	1.0
arg__L	C6H15N4O2	1.0
argalaala	C12H24N6O4	0.0
argalaphe	C18H29N6O4	1.0
argalathr	C13H27N6O5	1.0
argarg	C12H28N8O3	2.0
argarglys	C18H41N10O4	3.0
argargmet	C17H37N9O4S	2.0
argcysgly	C11H23N6O4S	1.0
argcysser	C12H25N6O5S	1.0
arggluglu	C16H27N6O8	-1.0
argglupro	C16H28N6O6	0.0
argglygly	C10H21N6O4	1.0
arghisthr	C16H28N8O5	0.0
argleuphe	C21H35N6O4	1.0
arglysasp	C16H32N7O6	1.0
argp	C6H14N4O5P	-1.0
argphearg	C21H37N9O4	2.0
argpromet	C16H31N6O4S	1.0
argprothr	C15H29N6O5	1.0
argserser	C12H25N6O6	1.0
argsuc	C10H18N4O6	0.0
argtrna	C16H26N9O4*	2.0
argtyrval	C20H33N6O5	1.0
argvalcys	C14H29N6O4S	1.0
argvaltrp	C22H34N7O4	1.0
ascb6p	C6H7O9P	-2.0
ascb__L	C6H7O6	-1.0
asn__L	C4H8N2O3	0.0
asnasnarg	C14H27N8O6	1.0
asncyscys	C10H18N4O5S2	0.0
asnmetpro	C14H24N4O5S	0.0
asnpheasp	C17H21N4O7	-1.0
asnphecys	C16H22N4O5S	0.0
asntrna	C14H19N7O5*	1.0
asntyrgly	C15H20N4O6	0.0
asntyrphe	C22H26N4O6	0.0
asntyrthr	C17H24N4O7	0.0
aso3	H3AsO3	0.0
aso4	HAsO4	-2.0
asp__D	C4H6NO4	-1.0
asp__L	C4H6NO4	-1.0
aspalaarg	C13H24N6O6	0.0
aspasnglu	C13H18N4O9	-2.0
aspglu	C9H12N2O7	-2.0
aspglupro	C14H19N3O8	-2.0
aspglutrp	C20H22N4O8	-2.0
asphiscys	C13H18N5O6S	-1.0
asphispro	C15H20N5O6	-1.0
asplysglu	C15H25N4O8	-1.0
asplyshis	C16H26N6O6	0.0
aspmetasp	C13H19N3O8S	-2.0
aspprolys	C15H26N4O6	0.0
aspsa	C4H7NO3	0.0
asptrna	C14H17N6O6*	0.0
aspvalasn	C13H21N4O7	-1.0
athr__L	C4H9NO3	0.0
atp	C10H12N5O13P3	-4.0
atrz	C8H14ClN5	0.0
atvacid	C33H35FN2O5	0.0
atvacylgluc	C39H43FN2O11	0.0
atvethgluc	C45H51FN2O17	0.0
atvlac	C33H33FN2O4	0.0
atvlacgluc	C39H41FN2O10	0.0
avite1	C29H50O2	0.0
avite2	C29H44O2	0.0
b124tc	C7H5O6	-3.0
b2coa	C25H36N7O17P3S	-4.0
bamppald	C3H8NO	1.0
bbtcoa	C28H47N8O17P3S	-3.0
bdg2hc	C15H17O8	-1.0
betald	C5H12NO	1.0
bgly	C9H8NO3	-1.0
bglycogen	C24H42O21	0.0
bhb	C4H7O3	-1.0
bildglcur	C45H52N4O18	0.0
bilea	C24H40O5	0.0
bilglcur	C39H44N4O12	0.0
bilirub	C33H34N4O6	-2.0
biliverd	C33H32N4O6	-2.0
biocyt	C16H28N4O4S	0.0
bmn	C10H12N2O2	0.0
bmoco	C20H20MoN10O13P2S4	-4.0
brasstrl	C28H46O	0.0
btal	C4H8O	0.0
btamp	C20H27N7O9PS	-1.0
btcoa	C25H38N7O17P3S	-4.0
btd_RR	C4H10O2	0.0
btn	C10H15N2O3S	-1.0
btnCCP	C17H27N5O4S*	0.0
btnso	C10H15N2O4S	-1.0
btoh	C4H10O	0.0
but	C4H7O2	-1.0
but2eACP	C388H607O143N96P1S3	0.0
butACP	C15H27N2O8PS*	-1.0
butpi	C4H7O5P	-2.0
butso3	C4H9O3S	-1.0
bvite	C28H48O2	0.0
bz	C7H5O2	-1.0
bzal	C7H6O	0.0
bzalc	C7H8O	0.0
bzcoa	C28H36N7O17P3S	-4.0
c101crn	C17H31NO4	0.0
c10crn	C17H33NO4	0.0
c10dc	C17H31NO6	0.0
c12dc	C19H34NO6	-1.0
c12dccoa	C33H51N7O19P3S	-5.0
c14dccoa	C35H55N7O19P3S	-5.0
c16dc	C23H43NO6	0.0
c226coa	C43H62N7O17P3S	-4.0
c226crn	C29H45NO4	0.0
c2m26dcoa	C31H50N7O17P3S	0.0
c3dc	C10H17NO6	0.0
c4crn	C11H21NO4	0.0
c4dc	C11H19NO6	0.0
c51crn	C12H21NO4	0.0
c5dc	C12H21NO6	0.0
c6crn	C13H25NO4	0.0
c6dc	C13H23NO6	0.0
c81coa	C29H44N7O17P3S	-4.0
c81crn	C15H27NO4	0.0
c8crn	C15H29NO4	0.0
c8dc	C15H26NO6	-1.0
ca2	Ca	2.0
caffcoa	C30H38N7O19P3S	-4.0
cala	C4H7N2O3	-1.0
camp	C10H11N5O6P	-1.0
caphis	C10H16N4O4	0.0
caproic	C6H11O2	-1.0
caribup_s	C13H16O4	0.0
carn	C9H14N4O3	0.0
caro	C40H56	0.0
carveol	C10H16O	0.0
cbasp	C5H6N2O5	-2.0
cbi	C48H72CoN11O8	0.0
cbl1	C62H88CoN13O14P	-1.0
cbl2	C62H88CoN13O14P	0.0
cbm	CH2NO2	-1.0
cbp	CH2NO5P	-2.0
cca_d3	C22H33O4	-1.0
cd2	Cd	2.0
cddec5eACP	C23H41N2O8PS*	-1.0
cdec3eACP	C394H619O143N96P1S3	-1.0
cdg	C7H5N4O3	-1.0
cdhxfut	C14H13O7	-1.0
cdp	C9H12N3O11P2	-3.0
cdp4dh6doglc	C15H21N3O15P2	-2.0
cdp_inost	C15H23N3O16P2	-2.0
cdpchol	C14H25N4O11P2	-1.0
cdpdag_hs	C14H17N3O15P2*	-2.0
cdpdddecg	C36H63N3O15P2	-2.0
cdpdhdec9eg	C44H75N3O15P2	-2.0
cdpdhdecg	C44H79N3O15P2	-2.0
cdpdodec11eg	C48H83N3O15P2	-2.0
cdpdodecg	C48H87N3O15P2	-2.0
cdpdtdec7eg	C40H67N3O15P2	-2.0
cdpdtdecg	C40H71N3O15P2	-2.0
cdpea	C11H19N4O11P2	-1.0
cdpg	C3H3O9P2	-3.0
cdpglyc	C12H19N3O13P2	-2.0
cechddd	C9H11O4	-1.0
cellb	C12H22O11	0.0
cenchddd	C9H9O4	-1.0
cgly	C5H10N2O3S	0.0
ch15deccoa	C28H38N7O17P3S	-4.0
ch4s	CH4S	0.0
chito2pdol_U	C41H70N2O17P2	-2.0
chlstol	C27H44O	0.0
chol	C5H14NO	1.0
cholate	C24H39O5	-1.0
cholcoa	C45H70N7O20P3S	-4.0
cholcoads	C48H78N7O20P3S	0.0
cholcoaone	C48H74N7O21P3S	-4.0
cholcoar	C48H76N7O20P3S	-4.0
cholcoas	C48H76N7O20P3S	-4.0
cholp	C5H13NO4P	-1.0
